	Genome	start	end	CRC	control
346	GUT_GENOME147678_1	1900000	2000000	0.5576407506702413	0.5341772151898734
347	GUT_GENOME147678_1	1500000	1600000	0.450402144772118	0.5316455696202531
348	GUT_GENOME147678_1	2500000	2600000	0.3351206434316354	0.369620253164557
349	GUT_GENOME147678_1	1000000	1100000	0.48257372654155495	0.5468354430379747
350	GUT_GENOME147678_1	600000	700000	0.46112600536193027	0.44050632911392407
351	GUT_GENOME147678_1	2300000	2400000	0.5254691689008043	0.5468354430379747
352	GUT_GENOME147678_1	1800000	1900000	0.4879356568364611	0.5518987341772152
353	GUT_GENOME147678_1	800000	900000	0.5442359249329759	0.5721518987341773
354	GUT_GENOME147678_1	2100000	2200000	0.42091152815013405	0.46835443037974683
355	GUT_GENOME147678_1	2600000	2700000	0.49865951742627346	0.5873417721518988
356	GUT_GENOME147678_1	2000000	2100000	0.44235924932975873	0.5367088607594936
357	GUT_GENOME147678_1	2200000	2300000	0.5308310991957105	0.5772151898734177
358	GUT_GENOME147678_1	500000	600000	0.5415549597855228	0.5949367088607594
359	GUT_GENOME147678_1	1300000	1400000	0.5522788203753352	0.5772151898734177
360	GUT_GENOME147678_1	100000	200000	0.29222520107238603	0.3265822784810127
361	GUT_GENOME147678_1	200000	300000	0.4879356568364611	0.5848101265822785
362	GUT_GENOME147678_1	2400000	2500000	0.5067024128686327	0.569620253164557
363	GUT_GENOME147678_1	0	100000	0.27882037533512066	0.3139240506329114
364	GUT_GENOME147678_1	2800000	2900000	0.5549597855227882	0.6683544303797468
