	Position	Sample_Number	Genome
2370	12000	29	GUT_GENOME096083_14
2371	12100	12	GUT_GENOME096083_14
2372	12200	3	GUT_GENOME096083_14
2373	12300	18	GUT_GENOME096083_14
2374	12400	19	GUT_GENOME096083_14
2375	12500	17	GUT_GENOME096083_14
2376	12600	27	GUT_GENOME096083_14
2377	12700	27	GUT_GENOME096083_14
2378	12800	12	GUT_GENOME096083_14
2379	12900	16	GUT_GENOME096083_14
2380	13000	18	GUT_GENOME096083_14
2381	13100	13	GUT_GENOME096083_14
2382	13200	12	GUT_GENOME096083_14
2383	13300	17	GUT_GENOME096083_14
2384	13400	15	GUT_GENOME096083_14
2385	13500	25	GUT_GENOME096083_14
2386	13600	23	GUT_GENOME096083_14
2387	13700	17	GUT_GENOME096083_14
2388	13800	22	GUT_GENOME096083_14
2389	13900	22	GUT_GENOME096083_14
2390	14000	40	GUT_GENOME096083_14
2391	14100	30	GUT_GENOME096083_14
2392	14200	25	GUT_GENOME096083_14
2393	14300	28	GUT_GENOME096083_14
2394	14400	32	GUT_GENOME096083_14
2395	14500	33	GUT_GENOME096083_14
2396	14600	32	GUT_GENOME096083_14
2397	14700	34	GUT_GENOME096083_14
2398	14800	27	GUT_GENOME096083_14
2399	14900	33	GUT_GENOME096083_14
2400	15000	23	GUT_GENOME096083_14
2401	15100	30	GUT_GENOME096083_14
2402	15200	19	GUT_GENOME096083_14
2403	15300	24	GUT_GENOME096083_14
2404	15400	24	GUT_GENOME096083_14
2405	15500	26	GUT_GENOME096083_14
2406	15600	35	GUT_GENOME096083_14
2407	15700	27	GUT_GENOME096083_14
2408	15800	35	GUT_GENOME096083_14
2409	15900	22	GUT_GENOME096083_14
2410	16000	32	GUT_GENOME096083_14
2411	16100	25	GUT_GENOME096083_14
2412	16200	25	GUT_GENOME096083_14
2413	16300	27	GUT_GENOME096083_14
2414	16400	24	GUT_GENOME096083_14
2415	16500	34	GUT_GENOME096083_14
2416	16600	37	GUT_GENOME096083_14
2417	16700	32	GUT_GENOME096083_14
2418	16800	20	GUT_GENOME096083_14
2419	16900	15	GUT_GENOME096083_14
2420	17000	24	GUT_GENOME096083_14
2421	17100	18	GUT_GENOME096083_14
2422	17200	19	GUT_GENOME096083_14
2423	17300	28	GUT_GENOME096083_14
2424	17400	22	GUT_GENOME096083_14
2425	17500	30	GUT_GENOME096083_14
2426	17600	19	GUT_GENOME096083_14
2427	17700	32	GUT_GENOME096083_14
2428	17800	19	GUT_GENOME096083_14
2429	17900	31	GUT_GENOME096083_14
2430	18000	19	GUT_GENOME096083_14
2431	18100	22	GUT_GENOME096083_14
2432	18200	29	GUT_GENOME096083_14
2433	18300	25	GUT_GENOME096083_14
2434	18400	24	GUT_GENOME096083_14
2435	18500	17	GUT_GENOME096083_14
2436	18600	27	GUT_GENOME096083_14
2437	18700	30	GUT_GENOME096083_14
2438	18800	27	GUT_GENOME096083_14
2439	18900	26	GUT_GENOME096083_14
2440	19000	30	GUT_GENOME096083_14
2441	19100	26	GUT_GENOME096083_14
2442	19200	18	GUT_GENOME096083_14
2443	19300	33	GUT_GENOME096083_14
2444	19400	27	GUT_GENOME096083_14
2445	19500	18	GUT_GENOME096083_14
2446	19600	29	GUT_GENOME096083_14
2447	19700	38	GUT_GENOME096083_14
2448	19800	32	GUT_GENOME096083_14
2449	19900	33	GUT_GENOME096083_14
2450	20000	39	GUT_GENOME096083_14
2451	20100	28	GUT_GENOME096083_14
2452	20200	25	GUT_GENOME096083_14
2453	20300	23	GUT_GENOME096083_14
2454	20400	24	GUT_GENOME096083_14
2455	20500	21	GUT_GENOME096083_14
2456	20600	30	GUT_GENOME096083_14
2457	20700	25	GUT_GENOME096083_14
2458	20800	14	GUT_GENOME096083_14
2459	20900	31	GUT_GENOME096083_14
2460	21000	16	GUT_GENOME096083_14
2461	21100	25	GUT_GENOME096083_14
2462	21200	17	GUT_GENOME096083_14
2463	21300	23	GUT_GENOME096083_14
2464	21400	30	GUT_GENOME096083_14
2465	21500	25	GUT_GENOME096083_14
2466	21600	34	GUT_GENOME096083_14
2467	21700	23	GUT_GENOME096083_14
2468	21800	30	GUT_GENOME096083_14
2469	21900	22	GUT_GENOME096083_14
2470	22000	15	GUT_GENOME096083_14
2471	22100	32	GUT_GENOME096083_14
2472	22200	23	GUT_GENOME096083_14
2473	22300	18	GUT_GENOME096083_14
2474	22400	22	GUT_GENOME096083_14
2475	22500	20	GUT_GENOME096083_14
2476	22600	30	GUT_GENOME096083_14
2477	22700	25	GUT_GENOME096083_14
2478	22800	31	GUT_GENOME096083_14
2479	22900	32	GUT_GENOME096083_14
2480	23000	32	GUT_GENOME096083_14
2481	23100	28	GUT_GENOME096083_14
2482	23200	35	GUT_GENOME096083_14
2483	23300	32	GUT_GENOME096083_14
2484	23400	39	GUT_GENOME096083_14
2485	23500	12	GUT_GENOME096083_14
2486	23600	31	GUT_GENOME096083_14
2487	23700	19	GUT_GENOME096083_14
2488	23800	21	GUT_GENOME096083_14
2489	23900	26	GUT_GENOME096083_14
2490	24000	25	GUT_GENOME096083_14
2491	24100	23	GUT_GENOME096083_14
2492	24200	19	GUT_GENOME096083_14
2493	24300	19	GUT_GENOME096083_14
2494	24400	21	GUT_GENOME096083_14
2495	24500	26	GUT_GENOME096083_14
2496	24600	18	GUT_GENOME096083_14
2497	24700	31	GUT_GENOME096083_14
2498	24800	14	GUT_GENOME096083_14
2499	24900	24	GUT_GENOME096083_14
2500	25000	32	GUT_GENOME096083_14
2501	25100	31	GUT_GENOME096083_14
2502	25200	28	GUT_GENOME096083_14
2503	25300	31	GUT_GENOME096083_14
2504	25400	27	GUT_GENOME096083_14
2505	25500	35	GUT_GENOME096083_14
2506	25600	27	GUT_GENOME096083_14
2507	25700	25	GUT_GENOME096083_14
2508	25800	35	GUT_GENOME096083_14
2509	25900	20	GUT_GENOME096083_14
2510	26000	27	GUT_GENOME096083_14
2511	26100	16	GUT_GENOME096083_14
2512	26200	21	GUT_GENOME096083_14
2513	26300	24	GUT_GENOME096083_14
2514	26400	24	GUT_GENOME096083_14
2515	26500	14	GUT_GENOME096083_14
2516	26600	19	GUT_GENOME096083_14
2517	26700	19	GUT_GENOME096083_14
2518	26800	14	GUT_GENOME096083_14
2519	26900	7	GUT_GENOME096083_14
2520	27000	5	GUT_GENOME096083_14
2521	27100	7	GUT_GENOME096083_14
2522	27200	5	GUT_GENOME096083_14
2523	27300	3	GUT_GENOME096083_14
2524	27400	6	GUT_GENOME096083_14
2525	27500	5	GUT_GENOME096083_14
2526	27600	6	GUT_GENOME096083_14
2527	27700	4	GUT_GENOME096083_14
2528	27800	17	GUT_GENOME096083_14
2529	27900	12	GUT_GENOME096083_14
2530	28000	11	GUT_GENOME096083_14
2531	28100	7	GUT_GENOME096083_14
2532	28200	3	GUT_GENOME096083_14
2533	28300	0	GUT_GENOME096083_14
2534	28400	1	GUT_GENOME096083_14
2535	28500	1	GUT_GENOME096083_14
2536	28600	6	GUT_GENOME096083_14
2537	28700	4	GUT_GENOME096083_14
2538	28800	4	GUT_GENOME096083_14
2539	28900	6	GUT_GENOME096083_14
2540	29000	9	GUT_GENOME096083_14
2541	29100	20	GUT_GENOME096083_14
2542	29200	32	GUT_GENOME096083_14
2543	29300	21	GUT_GENOME096083_14
2544	29400	22	GUT_GENOME096083_14
2545	29500	20	GUT_GENOME096083_14
2546	29600	23	GUT_GENOME096083_14
2547	29700	15	GUT_GENOME096083_14
2548	29800	16	GUT_GENOME096083_14
2549	29900	18	GUT_GENOME096083_14
2550	30000	32	GUT_GENOME096083_14
2551	30100	14	GUT_GENOME096083_14
2552	30200	26	GUT_GENOME096083_14
2553	30300	20	GUT_GENOME096083_14
2554	30400	19	GUT_GENOME096083_14
2555	30500	27	GUT_GENOME096083_14
2556	30600	28	GUT_GENOME096083_14
2557	30700	33	GUT_GENOME096083_14
2558	30800	39	GUT_GENOME096083_14
2559	30900	26	GUT_GENOME096083_14
2560	31000	18	GUT_GENOME096083_14
2561	31100	20	GUT_GENOME096083_14
2562	31200	12	GUT_GENOME096083_14
2563	31300	26	GUT_GENOME096083_14
2564	31400	21	GUT_GENOME096083_14
2565	31500	28	GUT_GENOME096083_14
2566	31600	16	GUT_GENOME096083_14
2567	31700	18	GUT_GENOME096083_14
2568	31800	23	GUT_GENOME096083_14
2569	31900	16	GUT_GENOME096083_14
2570	32000	13	GUT_GENOME096083_14
2571	32100	17	GUT_GENOME096083_14
2572	32200	31	GUT_GENOME096083_14
2573	32300	20	GUT_GENOME096083_14
2574	32400	18	GUT_GENOME096083_14
2575	32500	12	GUT_GENOME096083_14
2576	32600	16	GUT_GENOME096083_14
2577	32700	17	GUT_GENOME096083_14
2578	32800	24	GUT_GENOME096083_14
2579	32900	15	GUT_GENOME096083_14
2580	33000	18	GUT_GENOME096083_14
2581	33100	8	GUT_GENOME096083_14
2582	33200	10	GUT_GENOME096083_14
2583	33300	10	GUT_GENOME096083_14
2584	33400	8	GUT_GENOME096083_14
2585	33500	4	GUT_GENOME096083_14
2586	33600	4	GUT_GENOME096083_14
2587	33700	4	GUT_GENOME096083_14
2588	33800	3	GUT_GENOME096083_14
2589	33900	2	GUT_GENOME096083_14
2590	34000	2	GUT_GENOME096083_14
2591	34100	5	GUT_GENOME096083_14
2592	34200	10	GUT_GENOME096083_14
2593	34300	2	GUT_GENOME096083_14
2594	34400	5	GUT_GENOME096083_14
2595	34500	1	GUT_GENOME096083_14
2596	34600	1	GUT_GENOME096083_14
2597	34700	6	GUT_GENOME096083_14
2598	34800	13	GUT_GENOME096083_14
2599	34900	9	GUT_GENOME096083_14
2600	35000	2	GUT_GENOME096083_14
2601	35100	1	GUT_GENOME096083_14
2602	35200	1	GUT_GENOME096083_14
2603	35300	2	GUT_GENOME096083_14
2604	35400	2	GUT_GENOME096083_14
2605	35500	4	GUT_GENOME096083_14
2606	35600	12	GUT_GENOME096083_14
2607	35700	12	GUT_GENOME096083_14
2608	35800	24	GUT_GENOME096083_14
2609	35900	14	GUT_GENOME096083_14
2610	36000	11	GUT_GENOME096083_14
2611	36100	2	GUT_GENOME096083_14
2612	36200	12	GUT_GENOME096083_14
2613	36300	9	GUT_GENOME096083_14
2614	36400	11	GUT_GENOME096083_14
2615	36500	3	GUT_GENOME096083_14
2616	36600	6	GUT_GENOME096083_14
2617	36700	7	GUT_GENOME096083_14
2618	36800	8	GUT_GENOME096083_14
2619	36900	4	GUT_GENOME096083_14
2620	37000	1	GUT_GENOME096083_14
2621	37100	0	GUT_GENOME096083_14
2622	37200	0	GUT_GENOME096083_14
2623	37300	7	GUT_GENOME096083_14
2624	37400	2	GUT_GENOME096083_14
2625	37500	8	GUT_GENOME096083_14
2626	37600	15	GUT_GENOME096083_14
2627	37700	20	GUT_GENOME096083_14
2628	37800	19	GUT_GENOME096083_14
2629	37900	16	GUT_GENOME096083_14
2630	38000	19	GUT_GENOME096083_14
2631	38100	12	GUT_GENOME096083_14
2632	38200	13	GUT_GENOME096083_14
2633	38300	9	GUT_GENOME096083_14
2634	38400	8	GUT_GENOME096083_14
2635	38500	13	GUT_GENOME096083_14
2636	38600	7	GUT_GENOME096083_14
2637	38700	5	GUT_GENOME096083_14
2638	38800	6	GUT_GENOME096083_14
2639	38900	15	GUT_GENOME096083_14
2640	39000	10	GUT_GENOME096083_14
2641	39100	5	GUT_GENOME096083_14
2642	39200	3	GUT_GENOME096083_14
2643	39300	10	GUT_GENOME096083_14
2644	39400	1	GUT_GENOME096083_14
2645	39500	3	GUT_GENOME096083_14
2646	39600	1	GUT_GENOME096083_14
2647	39700	4	GUT_GENOME096083_14
2648	39800	2	GUT_GENOME096083_14
2649	39900	3	GUT_GENOME096083_14
2650	40000	1	GUT_GENOME096083_14
2651	40100	2	GUT_GENOME096083_14
2652	40200	1	GUT_GENOME096083_14
2653	40300	10	GUT_GENOME096083_14
2654	40400	11	GUT_GENOME096083_14
2655	40500	21	GUT_GENOME096083_14
2656	40600	9	GUT_GENOME096083_14
2657	40700	4	GUT_GENOME096083_14
2658	40800	2	GUT_GENOME096083_14
2659	40900	3	GUT_GENOME096083_14
2660	41000	7	GUT_GENOME096083_14
2661	41100	0	GUT_GENOME096083_14
2662	41200	1	GUT_GENOME096083_14
2663	41300	1	GUT_GENOME096083_14
2664	41400	2	GUT_GENOME096083_14
2665	41500	3	GUT_GENOME096083_14
2666	41600	4	GUT_GENOME096083_14
2667	41700	0	GUT_GENOME096083_14
2668	41800	2	GUT_GENOME096083_14
2669	41900	4	GUT_GENOME096083_14
2670	42000	4	GUT_GENOME096083_14
2671	42100	0	GUT_GENOME096083_14
2672	42200	7	GUT_GENOME096083_14
2673	42300	13	GUT_GENOME096083_14
2674	42400	9	GUT_GENOME096083_14
2675	42500	3	GUT_GENOME096083_14
2676	42600	0	GUT_GENOME096083_14
2677	42700	8	GUT_GENOME096083_14
2678	42800	4	GUT_GENOME096083_14
2679	42900	7	GUT_GENOME096083_14
2680	43000	7	GUT_GENOME096083_14
2681	43100	5	GUT_GENOME096083_14
2682	43200	9	GUT_GENOME096083_14
2683	43300	4	GUT_GENOME096083_14
2684	43400	0	GUT_GENOME096083_14
2685	43500	2	GUT_GENOME096083_14
2686	43600	0	GUT_GENOME096083_14
2687	43700	3	GUT_GENOME096083_14
2688	43800	1	GUT_GENOME096083_14
2689	43900	0	GUT_GENOME096083_14
2690	44000	2	GUT_GENOME096083_14
2691	44100	3	GUT_GENOME096083_14
2692	44200	12	GUT_GENOME096083_14
2693	44300	1	GUT_GENOME096083_14
2694	44400	5	GUT_GENOME096083_14
2695	44500	8	GUT_GENOME096083_14
2696	44600	4	GUT_GENOME096083_14
2697	44700	0	GUT_GENOME096083_14
2698	44800	8	GUT_GENOME096083_14
2699	44900	6	GUT_GENOME096083_14
2700	0	3	GUT_GENOME239728_24
2701	100	10	GUT_GENOME239728_24
2702	200	17	GUT_GENOME239728_24
2703	300	12	GUT_GENOME239728_24
2704	400	11	GUT_GENOME239728_24
2705	500	9	GUT_GENOME239728_24
2706	600	21	GUT_GENOME239728_24
2707	700	15	GUT_GENOME239728_24
2708	800	14	GUT_GENOME239728_24
2709	900	14	GUT_GENOME239728_24
2710	1000	12	GUT_GENOME239728_24
2711	1100	9	GUT_GENOME239728_24
2712	1200	12	GUT_GENOME239728_24
2713	1300	11	GUT_GENOME239728_24
2714	1400	13	GUT_GENOME239728_24
2715	1500	6	GUT_GENOME239728_24
2716	1600	9	GUT_GENOME239728_24
2717	1700	17	GUT_GENOME239728_24
2718	1800	7	GUT_GENOME239728_24
2719	1900	11	GUT_GENOME239728_24
2720	2000	22	GUT_GENOME239728_24
2721	2100	7	GUT_GENOME239728_24
2722	2200	15	GUT_GENOME239728_24
2723	2300	16	GUT_GENOME239728_24
2724	2400	13	GUT_GENOME239728_24
2725	2500	12	GUT_GENOME239728_24
2726	2600	11	GUT_GENOME239728_24
2727	2700	12	GUT_GENOME239728_24
2728	2800	10	GUT_GENOME239728_24
2729	2900	17	GUT_GENOME239728_24
2730	3000	17	GUT_GENOME239728_24
2731	3100	8	GUT_GENOME239728_24
2732	3200	9	GUT_GENOME239728_24
2733	3300	7	GUT_GENOME239728_24
2734	3400	8	GUT_GENOME239728_24
2735	3500	9	GUT_GENOME239728_24
2736	3600	6	GUT_GENOME239728_24
2737	3700	3	GUT_GENOME239728_24
2738	3800	4	GUT_GENOME239728_24
2739	3900	4	GUT_GENOME239728_24
2740	4000	6	GUT_GENOME239728_24
2741	4100	7	GUT_GENOME239728_24
2742	4200	15	GUT_GENOME239728_24
2743	4300	6	GUT_GENOME239728_24
2744	4400	5	GUT_GENOME239728_24
2745	4500	7	GUT_GENOME239728_24
2746	4600	9	GUT_GENOME239728_24
2747	4700	7	GUT_GENOME239728_24
2748	4800	7	GUT_GENOME239728_24
2749	4900	9	GUT_GENOME239728_24
2750	5000	4	GUT_GENOME239728_24
2751	5100	5	GUT_GENOME239728_24
2752	5200	4	GUT_GENOME239728_24
2753	5300	2	GUT_GENOME239728_24
2754	5400	2	GUT_GENOME239728_24
2755	5500	6	GUT_GENOME239728_24
2756	5600	4	GUT_GENOME239728_24
2757	5700	5	GUT_GENOME239728_24
2758	5800	7	GUT_GENOME239728_24
2759	5900	2	GUT_GENOME239728_24
2760	6000	5	GUT_GENOME239728_24
2761	6100	12	GUT_GENOME239728_24
2762	6200	10	GUT_GENOME239728_24
2763	6300	4	GUT_GENOME239728_24
2764	6400	6	GUT_GENOME239728_24
2765	6500	10	GUT_GENOME239728_24
2766	6600	6	GUT_GENOME239728_24
2767	6700	4	GUT_GENOME239728_24
2768	6800	3	GUT_GENOME239728_24
2769	6900	6	GUT_GENOME239728_24
2770	7000	2	GUT_GENOME239728_24
2771	7100	5	GUT_GENOME239728_24
2772	7200	4	GUT_GENOME239728_24
2773	7300	4	GUT_GENOME239728_24
2774	7400	3	GUT_GENOME239728_24
2775	7500	3	GUT_GENOME239728_24
2776	7600	4	GUT_GENOME239728_24
2777	7700	5	GUT_GENOME239728_24
2778	7800	8	GUT_GENOME239728_24
2779	7900	2	GUT_GENOME239728_24
2780	8000	7	GUT_GENOME239728_24
2781	8100	7	GUT_GENOME239728_24
2782	8200	5	GUT_GENOME239728_24
2783	8300	9	GUT_GENOME239728_24
2784	8400	16	GUT_GENOME239728_24
2785	8500	16	GUT_GENOME239728_24
2786	8600	22	GUT_GENOME239728_24
2787	8700	11	GUT_GENOME239728_24
2788	8800	16	GUT_GENOME239728_24
2789	8900	16	GUT_GENOME239728_24
2790	9000	11	GUT_GENOME239728_24
2791	9100	13	GUT_GENOME239728_24
2792	9200	10	GUT_GENOME239728_24
2793	9300	14	GUT_GENOME239728_24
2794	9400	19	GUT_GENOME239728_24
2795	9500	28	GUT_GENOME239728_24
2796	9600	20	GUT_GENOME239728_24
2797	9700	15	GUT_GENOME239728_24
2798	9800	24	GUT_GENOME239728_24
2799	9900	16	GUT_GENOME239728_24
2800	10000	13	GUT_GENOME239728_24
2801	10100	12	GUT_GENOME239728_24
2802	10200	11	GUT_GENOME239728_24
2803	10300	19	GUT_GENOME239728_24
2804	10400	23	GUT_GENOME239728_24
2805	10500	18	GUT_GENOME239728_24
2806	10600	16	GUT_GENOME239728_24
2807	10700	23	GUT_GENOME239728_24
2808	10800	13	GUT_GENOME239728_24
2809	10900	19	GUT_GENOME239728_24
2810	11000	20	GUT_GENOME239728_24
2811	11100	12	GUT_GENOME239728_24
2812	11200	17	GUT_GENOME239728_24
2813	11300	14	GUT_GENOME239728_24
2814	11400	13	GUT_GENOME239728_24
2815	11500	22	GUT_GENOME239728_24
2816	11600	18	GUT_GENOME239728_24
2817	11700	13	GUT_GENOME239728_24
2818	11800	25	GUT_GENOME239728_24
2819	11900	13	GUT_GENOME239728_24
2820	12000	16	GUT_GENOME239728_24
2821	12100	23	GUT_GENOME239728_24
2822	12200	11	GUT_GENOME239728_24
2823	12300	15	GUT_GENOME239728_24
2824	12400	19	GUT_GENOME239728_24
2825	12500	16	GUT_GENOME239728_24
2826	12600	19	GUT_GENOME239728_24
2827	12700	18	GUT_GENOME239728_24
2828	12800	18	GUT_GENOME239728_24
2829	12900	10	GUT_GENOME239728_24
2830	13000	17	GUT_GENOME239728_24
2831	13100	10	GUT_GENOME239728_24
2832	13200	14	GUT_GENOME239728_24
2833	13300	17	GUT_GENOME239728_24
2834	13400	19	GUT_GENOME239728_24
2835	13500	12	GUT_GENOME239728_24
2836	13600	19	GUT_GENOME239728_24
2837	13700	14	GUT_GENOME239728_24
2838	13800	13	GUT_GENOME239728_24
2839	13900	13	GUT_GENOME239728_24
2840	14000	15	GUT_GENOME239728_24
2841	14100	15	GUT_GENOME239728_24
2842	14200	15	GUT_GENOME239728_24
2843	14300	10	GUT_GENOME239728_24
2844	14400	12	GUT_GENOME239728_24
2845	14500	19	GUT_GENOME239728_24
2846	14600	15	GUT_GENOME239728_24
2847	14700	17	GUT_GENOME239728_24
2848	14800	18	GUT_GENOME239728_24
2849	14900	21	GUT_GENOME239728_24
2850	15000	14	GUT_GENOME239728_24
2851	15100	19	GUT_GENOME239728_24
2852	15200	13	GUT_GENOME239728_24
2853	15300	19	GUT_GENOME239728_24
2854	15400	17	GUT_GENOME239728_24
2855	15500	20	GUT_GENOME239728_24
2856	15600	17	GUT_GENOME239728_24
2857	15700	17	GUT_GENOME239728_24
2858	15800	14	GUT_GENOME239728_24
2859	15900	21	GUT_GENOME239728_24
2860	16000	16	GUT_GENOME239728_24
2861	16100	10	GUT_GENOME239728_24
2862	16200	19	GUT_GENOME239728_24
2863	16300	13	GUT_GENOME239728_24
2864	16400	12	GUT_GENOME239728_24
2865	16500	17	GUT_GENOME239728_24
2866	16600	18	GUT_GENOME239728_24
2867	16700	16	GUT_GENOME239728_24
2868	16800	14	GUT_GENOME239728_24
2869	16900	16	GUT_GENOME239728_24
2870	17000	17	GUT_GENOME239728_24
2871	17100	12	GUT_GENOME239728_24
2872	17200	14	GUT_GENOME239728_24
2873	17300	12	GUT_GENOME239728_24
2874	17400	25	GUT_GENOME239728_24
2875	17500	13	GUT_GENOME239728_24
2876	17600	17	GUT_GENOME239728_24
2877	17700	13	GUT_GENOME239728_24
2878	17800	14	GUT_GENOME239728_24
2879	17900	13	GUT_GENOME239728_24
2880	18000	8	GUT_GENOME239728_24
2881	18100	17	GUT_GENOME239728_24
2882	18200	13	GUT_GENOME239728_24
2883	18300	17	GUT_GENOME239728_24
2884	18400	10	GUT_GENOME239728_24
2885	18500	9	GUT_GENOME239728_24
2886	18600	9	GUT_GENOME239728_24
2887	18700	16	GUT_GENOME239728_24
2888	18800	10	GUT_GENOME239728_24
2889	18900	7	GUT_GENOME239728_24
2890	19000	16	GUT_GENOME239728_24
2891	19100	20	GUT_GENOME239728_24
2892	19200	14	GUT_GENOME239728_24
2893	19300	13	GUT_GENOME239728_24
2894	19400	13	GUT_GENOME239728_24
2895	19500	23	GUT_GENOME239728_24
2896	19600	11	GUT_GENOME239728_24
2897	19700	17	GUT_GENOME239728_24
2898	19800	15	GUT_GENOME239728_24
2899	19900	16	GUT_GENOME239728_24
2900	20000	17	GUT_GENOME239728_24
2901	20100	12	GUT_GENOME239728_24
2902	20200	17	GUT_GENOME239728_24
2903	20300	19	GUT_GENOME239728_24
2904	20400	15	GUT_GENOME239728_24
2905	20500	10	GUT_GENOME239728_24
2906	20600	14	GUT_GENOME239728_24
2907	20700	14	GUT_GENOME239728_24
2908	20800	15	GUT_GENOME239728_24
2909	20900	11	GUT_GENOME239728_24
2910	21000	18	GUT_GENOME239728_24
2911	21100	18	GUT_GENOME239728_24
2912	21200	7	GUT_GENOME239728_24
2913	21300	24	GUT_GENOME239728_24
2914	21400	9	GUT_GENOME239728_24
2915	21500	16	GUT_GENOME239728_24
2916	21600	15	GUT_GENOME239728_24
2917	21700	17	GUT_GENOME239728_24
2918	21800	17	GUT_GENOME239728_24
2919	21900	16	GUT_GENOME239728_24
2920	22000	9	GUT_GENOME239728_24
2921	22100	16	GUT_GENOME239728_24
2922	22200	9	GUT_GENOME239728_24
2923	22300	16	GUT_GENOME239728_24
2924	22400	17	GUT_GENOME239728_24
2925	22500	17	GUT_GENOME239728_24
2926	22600	14	GUT_GENOME239728_24
2927	22700	17	GUT_GENOME239728_24
2928	22800	14	GUT_GENOME239728_24
2929	22900	10	GUT_GENOME239728_24
2930	23000	11	GUT_GENOME239728_24
2931	23100	15	GUT_GENOME239728_24
2932	23200	19	GUT_GENOME239728_24
2933	23300	16	GUT_GENOME239728_24
2934	23400	16	GUT_GENOME239728_24
2935	23500	12	GUT_GENOME239728_24
2936	23600	16	GUT_GENOME239728_24
2937	23700	14	GUT_GENOME239728_24
2938	23800	13	GUT_GENOME239728_24
2939	23900	11	GUT_GENOME239728_24
2940	24000	15	GUT_GENOME239728_24
2941	24100	11	GUT_GENOME239728_24
2942	24200	15	GUT_GENOME239728_24
2943	24300	14	GUT_GENOME239728_24
2944	24400	11	GUT_GENOME239728_24
2945	24500	10	GUT_GENOME239728_24
2946	24600	15	GUT_GENOME239728_24
2947	24700	18	GUT_GENOME239728_24
2948	24800	18	GUT_GENOME239728_24
2949	24900	9	GUT_GENOME239728_24
2950	25000	8	GUT_GENOME239728_24
2951	25100	14	GUT_GENOME239728_24
2952	25200	8	GUT_GENOME239728_24
2953	25300	14	GUT_GENOME239728_24
2954	25400	11	GUT_GENOME239728_24
2955	25500	19	GUT_GENOME239728_24
2956	25600	13	GUT_GENOME239728_24
2957	25700	12	GUT_GENOME239728_24
2958	25800	19	GUT_GENOME239728_24
2959	25900	18	GUT_GENOME239728_24
2960	26000	12	GUT_GENOME239728_24
2961	26100	15	GUT_GENOME239728_24
2962	26200	13	GUT_GENOME239728_24
2963	26300	21	GUT_GENOME239728_24
2964	26400	16	GUT_GENOME239728_24
2965	26500	10	GUT_GENOME239728_24
2966	26600	16	GUT_GENOME239728_24
2967	26700	11	GUT_GENOME239728_24
2968	26800	13	GUT_GENOME239728_24
2969	26900	13	GUT_GENOME239728_24
2970	27000	12	GUT_GENOME239728_24
2971	27100	21	GUT_GENOME239728_24
2972	27200	16	GUT_GENOME239728_24
2973	27300	16	GUT_GENOME239728_24
2974	27400	11	GUT_GENOME239728_24
2975	27500	13	GUT_GENOME239728_24
2976	27600	15	GUT_GENOME239728_24
2977	27700	10	GUT_GENOME239728_24
2978	27800	14	GUT_GENOME239728_24
2979	27900	10	GUT_GENOME239728_24
2980	28000	15	GUT_GENOME239728_24
2981	28100	18	GUT_GENOME239728_24
2982	28200	10	GUT_GENOME239728_24
2983	28300	15	GUT_GENOME239728_24
2984	28400	14	GUT_GENOME239728_24
2985	28500	13	GUT_GENOME239728_24
2986	28600	10	GUT_GENOME239728_24
2987	28700	9	GUT_GENOME239728_24
2988	28800	14	GUT_GENOME239728_24
2989	28900	15	GUT_GENOME239728_24
2990	29000	15	GUT_GENOME239728_24
2991	29100	15	GUT_GENOME239728_24
2992	29200	10	GUT_GENOME239728_24
2993	29300	13	GUT_GENOME239728_24
2994	29400	19	GUT_GENOME239728_24
2995	29500	14	GUT_GENOME239728_24
2996	29600	14	GUT_GENOME239728_24
2997	29700	10	GUT_GENOME239728_24
2998	29800	10	GUT_GENOME239728_24
2999	29900	14	GUT_GENOME239728_24
3000	30000	9	GUT_GENOME239728_24
3001	30100	5	GUT_GENOME239728_24
3002	30200	8	GUT_GENOME239728_24
3003	30300	12	GUT_GENOME239728_24
3004	30400	11	GUT_GENOME239728_24
3005	30500	15	GUT_GENOME239728_24
3006	30600	13	GUT_GENOME239728_24
3007	30700	9	GUT_GENOME239728_24
3008	30800	14	GUT_GENOME239728_24
3009	30900	13	GUT_GENOME239728_24
3010	31000	17	GUT_GENOME239728_24
3011	31100	11	GUT_GENOME239728_24
3012	31200	10	GUT_GENOME239728_24
3013	31300	10	GUT_GENOME239728_24
3014	31400	11	GUT_GENOME239728_24
3015	31500	17	GUT_GENOME239728_24
3016	31600	11	GUT_GENOME239728_24
3017	31700	6	GUT_GENOME239728_24
3018	31800	17	GUT_GENOME239728_24
3019	31900	19	GUT_GENOME239728_24
3020	32000	15	GUT_GENOME239728_24
3021	32100	17	GUT_GENOME239728_24
3022	32200	17	GUT_GENOME239728_24
3023	32300	11	GUT_GENOME239728_24
3024	32400	10	GUT_GENOME239728_24
3025	32500	17	GUT_GENOME239728_24
3026	32600	21	GUT_GENOME239728_24
3027	32700	12	GUT_GENOME239728_24
3028	32800	23	GUT_GENOME239728_24
3029	32900	18	GUT_GENOME239728_24
3030	33000	14	GUT_GENOME239728_24
3031	33100	18	GUT_GENOME239728_24
3032	33200	13	GUT_GENOME239728_24
3033	33300	12	GUT_GENOME239728_24
3034	33400	15	GUT_GENOME239728_24
3035	33500	14	GUT_GENOME239728_24
